Name,Version,LatestVersion,License,Website,ComponentType,Labels,Files,Vulnerabilities
maven-embedder,3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""12e9d38c7e2fc5f4b94e70a5f4689ac370fa83e7.jar""}]",[]
maven-compat,3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""51462f6d2c61256b8fb26dc8af81b06a2725f1fa.jar""}]",[]
jackson-databind,2.3.3,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""json"",""mapping""]","[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]","[{""CVE"":""CVE-2018-1000873"",""Date"":1545326940000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-14718"",""Date"":1546453740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-7489"",""Date"":1519658940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-11307"",""Date"":1562688900000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-5968"",""Date"":1516595340000,""CVSS"":""5.1"",""Type"":""Exact Match""},{""CVE"":""CVE-2017-15095"",""Date"":1517930940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-14540"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16335"",""Date"":1568585700000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16942"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-16943"",""Date"":1569950100000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17267"",""Date"":1570407300000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2019-17531"",""Date"":1570914900000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
spring-webmvc,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://spring.io/projects/spring-framework",Unknown,[],"[{""Timestamp"":1419907020000,""File"":""77c2be19c80bc4b73c7edcafaff6c3d1babea103.jar""}]",[]
plexus-utils,3.0.22,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1428430130000,""File"":""764f26e0ab13a87c48fe55f525dfb6a133b7a92f.jar""}]",[]
"management-ehcache-impl-v1",2.10.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
servlet-api,3.1.0,,"{""Name"":""CDDL"",""URL"":""https://opensource.org/licenses/CDDL-1.0"",""Type"":""lgpl""}",https://javaee.github.io,Unknown,[],"[{""Timestamp"":1366908740000,""File"":""3cd63d075497751784b2fa84be59432f4905bf7c.jar""}]",[]
beanshell,2.0b4,,"{""Name"":""SPL/LGPL"",""URL"":""http://en.wikipedia.org/wiki/Multi-licensing"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1116848922000,""File"":""a05f0a0feefa8d8467ac80e16e7de071489f0d9c.jar""}]",[]
plexus-utils,3.0.24,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1500537242000,""File"":""77cb0aa1a282fb3612bad9e25716ab10816d8284.jar""}]",[]
jetty-servlet,8.1.15.v20140411,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
asm,,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",,java,"[""bytecode"",""parser""]","[{""Timestamp"":1467302376000,""File"":""e4bb580b57c1ec79a5aec994485190c8d631299b.jar""},{""Timestamp"":1381447528000,""File"":""8df582421867cf7298658e00cd2e9e460b697b05.jar""},{""Timestamp"":1193671440000,""File"":""59afed7ab65e7ec6585d5bc60556c3cbd203532b.jar""},{""Timestamp"":1157541304000,""File"":""478feadca929a946b2f1fb962bb2179264759821.jar""},{""Timestamp"":1498756250000,""File"":""fe4bec760c88409d0acbeb38dc1ae1bf922577ac.jar""}]",[]
"maven-scm-provider-bazaar",1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453962000,""File"":""64b72f450d9e6cad987257fdbe16669921ff02ed.jar""}]",[]
eclipse-compiler,3.8.2.v20130121-145325,,"{""Name"":""LGPL"",""URL"":""https://www.gnu.org/copyleft/lesser.html"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1358946224000,""File"":""ebb04771ae21dec8682e4153e97404d9933a9c13.jar""}]",[]
plexus-velocity,1.1.8,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1258452366000,""File"":""d6b34818c82cd2e2f7bc75a2852d31283d154291.jar""}]",[]
spring-aop,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://spring.io/projects/spring-framework",Unknown,[],"[{""Timestamp"":1419906904000,""File"":""c5f571fde64271ac0791d538ee158cb473b1b80a.jar""}]",[]
commons-fileupload,,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""client"",""protocol""]","[{""Timestamp"":1581381132000,""File"":""dc6d6e097a7429c948b3bb6d13f6936f3836f260.jar""}]",[]
maven-archetype-plugin,2.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1439162080000,""File"":""98548fb63f9b0591c4982a97dab3298451113385.jar""}]",[]
jersey-media-sse,2.6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
hibernate-ehcache,4.3.9,,"{""Name"":""LGPL"",""URL"":""https://www.gnu.org/copyleft/lesser.html"",""Type"":""lgpl""}",http://hibernate.org,Unknown,[],"[{""Timestamp"":1429110984000,""File"":""1eadd982bc29a1e8a0cb24cfe0b6562813d7023b.jar""}]",[]
lucene-queryparser,4.10.4,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1425055132000,""File"":""432d1e1b0aa99695bcaadf49c380c87b17a6f01b.jar""}]",[]
slf4j-simple,1.7.25,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",http://www.slf4j.org,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""1512066dcd57da4f235269f0ccb8c9d18d0d41dd.jar""}]",[]
wagon-http,3.0.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1510187350000,""File"":""308b62c17d0364cc76335f2c6ca23ad2848d1679.jar""}]",[]
jackson-mapper-asl,1.9.13,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://fasterxml.com,Unknown,[],"[{""Timestamp"":1373832168000,""File"":""1ee2f2bed0e5dd29d1cb155a166e6f8d50bbddb7.jar""}]","[{""CVE"":""CVE-2019-10172"",""Date"":1574097300000,""CVSS"":""5.0"",""Type"":""Exact Match""}]"
lucene,4.10.4,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1425055128000,""File"":""438dca3789b04735fe6b223d4aded3561fc5c039.jar""},{""Timestamp"":1425055132000,""File"":""1600fe003fd6fef68cebca0802c96227501feb99.jar""},{""Timestamp"":1425055120000,""File"":""cbdb5f686a85e391d9b88f0bae9e018f4d9472ff.jar""}]","[{""CVE"":""CVE-2017-12629"",""Date"":1508023740000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
jetty-servlet,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1440671768000,""File"":""39e38d982f236657c656323ae7c320a97dbc0f7d.jar""}]",[]
velocity-tools,2.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://velocity.apache.org/",Unknown,[],"[{""Timestamp"":1272275326000,""File"":""69936384de86857018b023a8c56ae0635c56b6a0.jar""}]",[]
javamail,1.4.1,,"{""Name"":""CDDL"",""URL"":""https://opensource.org/licenses/CDDL-1.0"",""Type"":""lgpl""}",,Unknown,[],"[{""Timestamp"":1193226376000,""File"":""8b7bc69010655425dabf091b51d1e90b4de36715.jar""}]",[]
ehcache-rest-agent,2.10.6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
mysql-jdbc,5.1.28,,"{""Name"":""GPL"",""URL"":""https://www.gnu.org/licenses/gpl.html"",""Type"":""copyleft""}",http://www.oracle.com,Unknown,[],"[{""Timestamp"":1385627962000,""File"":""4c3e03dd2c60b8975ed68f72aa18229db2647196.jar""}]","[{""CVE"":""CVE-2015-2575"",""Date"":1429203600000,""CVSS"":""4.9"",""Type"":""Exact Match""}]"
"javax-websocket-server-impl",9.3.3.v20150827,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1440671768000,""File"":""8832f329c0b932ea240b2b008297c949c54ede60.jar""}]",[]
"jackson-jaxrs-json-provider",2.9.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
validation-api,1.0.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://beanvalidation.org",Unknown,[],"[{""Timestamp"":1254999002000,""File"":""b6bd7f9d78f6fdaa3c37dae18a4bd298915f328e.jar""}]",[]
log4j,1.2.17,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1336309228000,""File"":""5af35056b4d257e4b64b9e8069c0746e8b08629f.jar""}]",[]
log4j,1.2.15,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://www.apache.org,Unknown,[],"[{""Timestamp"":1188000584000,""File"":""f0a0d2e29ed910808c33135a3a5a51bba6358f7b.jar""}]",[]
ehcache-rest-agent,2.10.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
jboss-logging,3.1.3,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://www.jboss.org,Unknown,[],"[{""Timestamp"":1362520830000,""File"":""64499e907f19e5e1b3fdc02f81440c1832fe3545.jar""}]",[]
spring-context,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""webframework""]","[{""Timestamp"":1419906922000,""File"":""5c66d0962e89ee577627a526b6b299a5337072be.jar""}]",[]
servlet-api,3.0.1,,"{""Name"":""CDDL"",""URL"":""https://opensource.org/licenses/CDDL-1.0"",""Type"":""lgpl""}",,java,"[""framework""]","[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
maven-scm-manager-plexus,1.7,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335453928000,""File"":""a49cb240bf80d199b62c339cdd6a10a9e617f88e.jar""}]",[]
maven-settings,3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""b73948e334ff1b099f7bcdb1830ac5178e6bdd54.jar""}]",[]
guava,,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]","[{""CVE"":""CVE-2018-10237"",""Date"":1524778140000,""CVSS"":""4.3"",""Type"":""Exact Match""}]"
org.eclipse.jdt.core,3.8.2.v20130121,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1358946224000,""File"":""ebb04771ae21dec8682e4153e97404d9933a9c13.jar""}]",[]
xpp3,,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",,java,"[""parser"",""xml""]","[{""Timestamp"":1500537242000,""File"":""77cb0aa1a282fb3612bad9e25716ab10816d8284.jar""},{""Timestamp"":1203596010000,""File"":""342d1eb41a2bc7b52fa2e54e9872463fc86e2650.jar""},{""Timestamp"":1272219316000,""File"":""7841ba10ea46c9611ce702c3833ff9fccc8ae6eb.jar""},{""Timestamp"":1244209748000,""File"":""c689598ce1eb94c304817877ed15911099972526.jar""}]",[]
struts,1.3.8,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",http://struts.apache.org,Unknown,[],"[{""Timestamp"":1172915072000,""File"":""66178d4a9279ebb1cd1eb79c10dc204b4199f061.jar""}]","[{""CVE"":""CVE-2014-0114"",""Date"":1398854940000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2015-0899"",""Date"":1467673140000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-1181"",""Date"":1467673140000,""CVSS"":""6.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-1182"",""Date"":1467673140000,""CVSS"":""6.4"",""Type"":""Exact Match""},{""CVE"":""CVE-2012-0394"",""Date"":1326038100000,""CVSS"":""6.8"",""Type"":""Exact Match""},{""CVE"":""CVE-2013-2115"",""Date"":1373486100000,""CVSS"":""9.3"",""Type"":""Exact Match""}]"
groovy-all,2.4.6,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",https://apache.org,Unknown,[],"[{""Timestamp"":1157541304000,""File"":""478feadca929a946b2f1fb962bb2179264759821.jar""}]",[]
commons-logging,1.1.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/proper/commons-logging/",Unknown,[],"[{""Timestamp"":1195431386000,""File"":""5043bfebc3db072ed80fbd362e7caf00e885d8ae.jar""}]",[]
spring_framework,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://spring.io/projects/spring-framework",Unknown,[],"[{""Timestamp"":1381447528000,""File"":""8df582421867cf7298658e00cd2e9e460b697b05.jar""},{""Timestamp"":1419906922000,""File"":""5c66d0962e89ee577627a526b6b299a5337072be.jar""}]","[{""CVE"":""CVE-2015-0201"",""Date"":1425999540000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2015-3192"",""Date"":1468353540000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2015-5211"",""Date"":1495733340000,""CVSS"":""9.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-5007"",""Date"":1495733340000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-1275"",""Date"":1523453340000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-1272"",""Date"":1523021340000,""CVSS"":""6.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-1271"",""Date"":1523021340000,""CVSS"":""4.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2018-1270"",""Date"":1523021340000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
velocity,1.6.2,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://velocity.apache.org/engine/devel/",Unknown,[],"[{""Timestamp"":1235060992000,""File"":""1b470ec12a9b8aa69b0458a7e477dacb2cbdd6a0.jar""}]",[]
commons-fileupload,1.2.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://commons.apache.org/proper/commons-fileupload/",Unknown,[],"[{""Timestamp"":1200695590000,""File"":""384faa82e193d4e4b0546059ca09572654bc3970.jar""}]","[{""CVE"":""CVE-2013-0248"",""Date"":1363380900000,""CVSS"":""3.3"",""Type"":""Exact Match""},{""CVE"":""CVE-2014-0050"",""Date"":1396333620000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2013-2186"",""Date"":1382997300000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-1000031"",""Date"":1477405740000,""CVSS"":""7.5"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-3092"",""Date"":1467673140000,""CVSS"":""7.8"",""Type"":""Exact Match""}]"
beanutils,1.9.3,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1474478392000,""File"":""c845703de334ddc6b4b3cd26835458cb1cba1f3d.jar""}]",[]
"maven-resolver-connector-basic",1.3.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1551791242000,""File"":""e34b57cfba76c4b5d8b19362139dd7ff6b1d5673.jar""}]",[]
management-ehcache-v1,2.10.6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
slf4j,1.6.0,,"{""Name"":""MIT"",""URL"":""https://opensource.org/licenses/MIT"",""Type"":""permissive""}",http://www.slf4j.org,Unknown,[],"[{""Timestamp"":1273322082000,""File"":""b353147a7d51fcfcd818d8aa6784839783db0915.jar""}]",[]
"maven-scm-provider-svnjava",1.13,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://github.com/olamy/maven-scm-provider-svnjava",Unknown,[],"[{""Timestamp"":1301584146000,""File"":""f87ba6a4da7ba58626cb521652d7834a0fc4fdcc.jar""}]",[]
jdom,1.0,,"{""Name"":""JDOM"",""URL"":""http://www.jdom.org/docs/faq.html#a0030"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1094745652000,""File"":""a2ac1cd690ab4c80defe7f9bce14d35934c35cec.jar""}]",[]
jetty-io,9.4.11.v20180605,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1540273444000,""File"":""038076997b10f5c762a210ea8b9f6099da35ac5f.jar""}]",[]
management-ehcache-v1,2.10.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
jdom,1.1,,"{""Name"":""JDOM"",""URL"":""http://www.jdom.org/docs/faq.html#a0030"",""Type"":""permissive""}",http://www.jdom.org,Unknown,[],"[{""Timestamp"":1195006566000,""File"":""1d04c0f321ea337f3661cf7ede8f4c6f653a8fdd.jar""}]",[]
taglibs-standard-spec,1.2.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1384368460000,""File"":""32aa0d038dd1e3a4c4e8ecc3c14733c6f54bef3b.jar""}]",[]
jersey-client,2.6,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
jetty-annotations,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1440671766000,""File"":""4d5d31414a601d5e5341723e5b4039aaea332701.jar""}]",[]
taglibs-standard,1.1.2,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""jstl""]","[{""Timestamp"":1098711086000,""File"":""a17e8a4d9a1f7fcc5eed606721c9ed6b7f18acf7.jar""}]","[{""CVE"":""CVE-2015-0254"",""Date"":1425913140000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
maven-slf4j-provider,3.6.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1554845710000,""File"":""1512066dcd57da4f235269f0ccb8c9d18d0d41dd.jar""}]",[]
buildnumber-maven-plugin,1.1,,"{""Name"":""MIT"",""URL"":""https://opensource.org/licenses/MIT"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1335911856000,""File"":""ee447b4450d0686ea810f6a97a0ab3b780c4e9c7.jar""}]",[]
spring-oxm,4.1.4,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","https://spring.io/projects/spring-framework",Unknown,[],"[{""Timestamp"":1419906950000,""File"":""72c75e53b7ec187d9566f750a8092cd07d28e81c.jar""}]",[]
maven-resolver-impl,1.3.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1551791242000,""File"":""2aed614564d61ca7420280589a3f2f801354d5f0.jar""}]",[]
plexus-cipher,1.4,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}","http://spice.sonatype.org/${project.artifactId}",Unknown,[],"[{""Timestamp"":1241019588000,""File"":""50ade46f23bb38cd984b4ec560c46223432aac38.jar""}]",[]
xstream,1.4.3,,"{""Name"":""BSD"",""URL"":""http://www.linfo.org/bsdlicense.html"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1342567672000,""File"":""3427c153a5ad0f2cfa923528ad8be875c8cb1cff.jar""}]","[{""CVE"":""CVE-2017-7957"",""Date"":1493495940000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2016-3674"",""Date"":1463494080000,""CVSS"":""5.0"",""Type"":""Exact Match""},{""CVE"":""CVE-2013-7285"",""Date"":1557941340000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
plexus-utils,2.0.5,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1272219316000,""File"":""7841ba10ea46c9611ce702c3833ff9fccc8ae6eb.jar""}]","[{""CVE"":""CVE-2017-1000487"",""Date"":1515011340000,""CVSS"":""7.5"",""Type"":""Exact Match""}]"
jetty-io,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}","http://www.eclipse.org/jetty",Unknown,[],"[{""Timestamp"":1440671768000,""File"":""82ad0bc0b7f2e070ad4960e8757603cdfc93ffad.jar""}]",[]
plexus-cipher,1.7,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}","http://spice.sonatype.org/${project.artifactId}",Unknown,[],"[{""Timestamp"":1501766386000,""File"":""8209bdefe9a7d97b42b0f4bcc548360033e71367.jar""}]",[]
ant,1.8.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,java,"[""utility""]","[{""Timestamp"":1272650494000,""File"":""24a049c1581192602fc4e16d311d5351e6678a44.jar""},{""Timestamp"":1272650488000,""File"":""5d7093b80b8893e04cbd776064f31c95bfd7a9d8.jar""}]",[]
org-jdom,1.1,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1195006566000,""File"":""1d04c0f321ea337f3661cf7ede8f4c6f653a8fdd.jar""}]",[]
org-jdom,1.0,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1094745652000,""File"":""a2ac1cd690ab4c80defe7f9bce14d35934c35cec.jar""}]",[]
apache-jsp,9.3.3.v20150827,,"{""Name"":""Apache"",""URL"":""https://www.apache.org/licenses/"",""Type"":""permissive""}",,Unknown,[],"[{""Timestamp"":1440671766000,""File"":""ad7105916fa2972d6fd3c3891a6d359f1a82f0c1.jar""}]",[]
hk2-locator,2.2.0,,"{""Name"":""unknown"",""URL"":"""",""Type"":""unknown""}",,Unknown,[],"[{""Timestamp"":1427979570000,""File"":""b58cccb7c875480eaafdde54a68c46d6c46c905b.jar""}]",[]
